episodenbr,title,weekday,broadcastdate,broadcasthour,duration,views,share,AI,chart,summary
17,Marco Polo: The Wall of Lies,Sat,14 Mar 1964,5:15pm,00:24:48,9.90m,,60.0,31,"In an effort to divert attention from himself, Tegana encourages Marco to be suspicious of the Doctor. As the caravan passes through the bamboo forest, Tegana's allies attack."
18,Marco Polo: Rider From Shang-Tu,Sat,21 Mar 1964,5:16pm,00:23:26,9.40m,,59.0,37,Marco Polo will not accept that Tegana is plotting against him. Ping Cho returns the TARDIS key to Susan so that the travellers might escape. But Tegana has other plans.
19,Marco Polo: Mighty Kublai Khan,Sat,28 Mar 1964,5:29pm,00:25:36,8.40m,,59.0,49,"When Marco Polo discovers Ping Cho's betrayal, the girl runs away. Ian follows her to Cheng-Ting and there discovers that the TARDIS has been stolen by Tegana's allies."
20,Marco Polo: Assassin at Peking,Sat,4 Apr 1964,5:30pm,00:24:48,10.40m,,59.0,22,"Arriving at Kublai Khan's palace in Peking, the Doctor loses the TARDIS key to the Khan in a game of backgammon. Marco is now convinced of Tegana's treachery."
21,The Keys of Marinus: The Sea of Death,Sat,11 Apr 1964,5:31pm,00:23:20,9.90m,,62.0,22,"The TARDIS lands on a remote island, surrounded by a sea of acid. They meet Arbitan, keeper of the Conscience of Marinus who forces the travellers to go in search of five keys."
22,The Keys of Marinus: The Velvet Web,Sat,18 Apr 1964,5:31pm,00:25:37,9.40m,,60.0,25,"In the city of Morphoton, the Doctor, Barbara, Ian and Susan are welcomed as honoured guests and given anything they want. But Barbara soon discovers that paradise is an illusion."
23,The Keys of Marinus: The Screaming Jungle,Sat,25 Apr 1964,5:29pm,00:23:45,9.90m,,61.0,22,"Ian and Barbara find a temple in the middle of a hostile jungle. Inside is the ailing Darrius, keeper of one of the keys. As Darrius dies he gives Ian a clue to find the key."
24,The Keys of Marinus: The Snows of Terror,Sat,2 May 1964,5:29pm,00:24:54,10.40m,,60.0,20,"In a snowy wasteland, Vasor, an unscrupulous trapper, imprisons the travellers in a frozen cavern inside a mountain. There they find one of the keys frozen in a block of ice."
25,The Keys of Marinus: Sentence of Death,Sat,9 May 1964,5:14pm,00:25:03,7.90m,,61.0,29,"Arriving in the city of Millennius, Ian is put on trial for murder. The Doctor takes on the role of defence counsel and must prove Ian's innocence or he will be executed."
26,The Keys of Marinus,Sat,16 May 1964,5:17pm,00:25:11,6.90m,,63.0,43,"The Doctor solves the murder mystery and finds the final missing key. With Ian now free, the travellers return to the island only to discover that Arbitan has been murdered."
27,The Aztecs: The Temple of Evil,Sat,23 May 1964,5:16pm,00:23:56,7.40m,,62.0,25,The TARDIS lands inside an Aztec temple in 15th Century Mexico and become cut off from the ship when they leave the temple to explore.
28,The Aztecs: The Warriors of Death,Sat,30 May 1964,5:16pm,00:24:11,7.40m,,62.0,34,"The High Priest of Sacrifice, Tlotoxl begins to doubt Barbara's claim to be the reincarnation of Yetaxa and plots to undermine her position and eliminate her friends."
29,The Aztecs: The Bride of Sacrifice,Sat,6 Jun 1964,5:14pm,00:25:27,7.90m,,57.0,19,The Doctor and Ian attempt to find a way back the TARDIS. Barbara attempts to distract Tlotoxl but the High Priest of Sacrifice already has plans for Susan.
30,The Aztecs: The Day of Darkness,Sat,13 Jun 1964,5:14pm,00:25:30,7.40m,,58.0,34,"Tlotoxl is preparing to make his move and have Barbara, the Doctor, Ian and Susan killed. Ian prepares for a fight to the death with the warrior, Ixta."
31,The Sensorites: Strangers in Space,Sat,20 Jun 1964,5:14pm,00:24:46,7.90m,,59.0,17,The TARDIS lands inside a spaceship orbiting the planet Sense-Sphere. The ship's crew are apparently dead but surprise the travellers when they abruptly return to life.
32,The Sensorites: The Unwilling Warriors,Sat,27 Jun 1964,5:40pm,00:24:44,6.90m,,59.0,39,The Doctor and his companions are on board an Earth ship trapped in orbit around the Sense-Sphere when it is boarded by the Sensorites who steal the lock mechanism from the TARDIS.
33,The Sensorites: Hidden Danger,Sat,11 Jul 1964,5:15pm,00:24:53,7.40m,,56.0,22,"The Sensorites take the Doctor, Susan, Ian and members of the spaceship crew down to the surface of the Sense-Sphere. There the Doctor learns about a previous Earth expedition..."
34,The Sensorites: A Race Against Death,Sat,18 Jul 1964,5:14pm,00:24:49,5.50m,,60.0,58,"On the Sense-Sphere, Ian has succumbed to the deadly illness that is spreading through the Sensorite city. Desperate to save his companion's life, the Doctor searches for a cure."
35,The Sensorites: Kidnap,Sat,25 Jul 1964,5:15pm,00:24:17,6.90m,,57.0,29,"As Ian's condition worsens, the Doctor still searces for a cure to the mysterious illness. However, the Doctor's efforts are undermined by the Sensorite City Administrator."
36,The Sensorites: A Desperate Venture,Sat,1 Aug 1964,5:14pm,00:24:29,6.90m,,57.0,39,"Having found a cure to the illness, the Doctor discovers that it is in fact deadly nightshade poisoning which has been introduced into the city water supply."
37,The Reign Of Terror: A Land of Fear,Sat,8 Aug 1964,5:15pm,00:24:24,6.90m,,58.0,37,"When the Doctor attempts to return Ian and Barbara to their own time, the TARDIS actually lands in 18th Century France during the French Revolution."
38,The Reign Of Terror: Guests of Madame Guillotine,Sat,15 Aug 1964,5:14pm,00:24:04,6.90m,,54.0,35,"In Paris, Ian, Barbara and Susan are sentenced to death under the blade of the guillotine. Having escaped the burning farmhouse, the Doctor is on his way to rescue his friends."
39,The Reign Of Terror: A Change of Identity,Sat,22 Aug 1964,5:29pm,00:25:23,6.90m,,55.0,34,"Barbara and Susan are saved from the guillotine by two royalists, Jules and Jean, but Susan has fallen ill. At the prison, a stroke of luck provides Ian with a chance to escape."
40,The Reign Of Terror: The Tyrant of France,Sat,29 Aug 1964,5:15pm,00:24:46,6.40m,,53.0,36,"Susan is now very ill and in desperate need of medical help. The royalist, Leon, arranges for Barbara to take Susan to a physician, but the physician betrays them."
41,The Reign Of Terror: A Bargain of Necessity,Sat,5 Sep 1964,5:31pm,00:23:51,6.90m,,53.0,39,"The Doctor is reunited with Barbara at the prison and arranges for her to escape, but Susan remains behind bars. Jules rescues Ian, killing Leon in the process."
42,The Reign Of Terror: Prisoners of Conciergerie,Sat,12 Sep 1964,5:29pm,00:25:04,6.40m,,55.0,38,"The Doctor leads Lemaitre to the royalist house where Lemaitre reveals that he is in fact the English spy, James Sterling."
43,Planet of Giants,Sat,31 Oct 1964,5:13pm,00:23:15,8.40m,,57.0,37,"An accident in flight leads to the TARDIS and the travellers being miniaturised. Now only an inch high, the Doctor, Barbara, Ian and Susan explore an English country garden."
44,Planet of Giants: Dangerous Journey,Sat,7 Nov 1964,5:15pm,00:23:40,8.40m,,58.0,45,The Doctor and his friends witness Forrester murder Arnold Farrow. Ian and Barbara watch as one of the 'giants' empties the sink in which the Doctor and Susan are hiding.
45,Planet of Giants: Crisis,Sat,14 Nov 1964,5:15pm,00:26:35,8.90m,,59.0,33,"Barbara has been infected by the deadly insecticide but keeps her condition secret. Despite their small size, the travellers attempt to alert the authorities to Farrow's murder."
46,The Dalek Invasion of Earth: World's End,Sat,21 Nov 1964,5:40pm,00:23:42,11.40m,,63.0,12,The TARDIS lands in a ruined and empty London in the 22nd Century. Robomen patrol the shattered streets. The Doctor is eager to discover the cause of the city's plight.
47,The Dalek Invasion of Earth: The Daleks,Sat,28 Nov 1964,5:41pm,00:24:19,12.40m,,59.0,10,The Daleks have conquered Earth. Susan and Barbara have joined the human resistance who launch an attack on the Dalek flying saucer where the Doctor and Ian are prisoners.
48,The Dalek Invasion of Earth: Day of Reckoning,Sat,5 Dec 1964,5:39pm,00:26:50,11.90m,,59.0,10,"The rebel attack on the Dalek flying saucer has been defeated. London is crawling with Daleks and Robomen, and the Doctor, Barbara and Susan must escape the city."
49,The Dalek Invasion of Earth: The End of Tomorrow,Sat,12 Dec 1964,5:40pm,00:23:23,11.90m,,59.0,11,"The Doctor, Barbara and Susan make their way out of London to the Daleks' mining operation in Bedfordshire whilst Ian faces the Black Dalek's pet Slyther."
50,The Dalek Invasion of Earth: The Waking Ally,Sat,19 Dec 1964,5:40pm,00:24:29,11.40m,,58.0,18,Barbara is put to work in the Dalek mine where it is revealed that the Daleks intend to use a bomb to extract the Earth's magnetic core.
51,The Dalek Invasion of Earth: Flashpoint,Sat,26 Dec 1964,5:58pm,00:25:21,12.40m,,60.0,12,"Ian plans to derail the Daleks' plan by sabotaging their bomb and the Doctor works to turn the Robomen against them. Afterwards, a tearful Susan remains on Earth with her new love."
52,The Rescue: The Powerful Enemy,Sat,2 Jan 1965,5:40pm,00:26:15,12.00m,,57.0,11,"Arriving on the planet Dido, the Doctor, Barbara and Ian discover a crashed spaceship from Earth and survivors. They are terrorised by the monstrous Koquillion who attacks Barbara."
53,The Rescue: Desperate Measures,Sat,9 Jan 1965,5:41pm,00:24:36,13.00m,,59.0,8,"Ian and Barbara discover that the paralysed Bennett has gone missing from his cabin. The Doctor discovers the truth about Koquillion, but endangers his own life in doing so."
54,The Romans: The Slave Traders,Sat,16 Jan 1965,5:40pm,00:24:14,13.00m,,53.0,7,"After relaxing at a Roman villa the Doctor is mistaken for a murdered lyre player and targeted by an assassin. Meanwhile, Ian and Barbara are captured by slave traders."
55,The Romans: All Roads Lead to Rome,Sat,23 Jan 1965,5:40pm,00:23:14,11.50m,,51.0,15,Barbara is sold as a slave and Ian is to be trained as a gladiator. The Doctor and Vicki arrive at the Emperor's court with the Doctor still masquerading as Maximus Pettulian.
56,The Romans: Conspiracy,Sat,30 Jan 1965,5:39pm,00:26:18,10.00m,,50.0,28,Poppaea plans to poison Barbara who has become the object of Nero's affections. The Doctor is to be thrown to the lions and Ian and Delos are set against each other in the arena.
57,The Romans: Inferno,Sat,6 Feb 1965,5:40pm,00:23:09,12.00m,,50.0,13,"Inspired by the Doctor, Nero sets Rome ablaze. Ian must fight his way out of the arena and rescue Barbara. The Doctor and Vicki hurry to flee the city and escape to the TARDIS."
58,The Web Planet,Sat,13 Feb 1965,5:40pm,00:23:57,13.50m,,56.0,7,The TARDIS is pulled down to the barren world of Vortis. The Doctor and Ian explore. Barbara falls under an hypnotic influence and is compelled to leave the safety of the TARDIS.
59,The Web Planet: The Zarbi,Sat,20 Feb 1965,5:40pm,00:23:20,12.50m,,53.0,12,"Rescued by the Menoptra, Barbara is then captured by the ant-like Zarbi. The Doctor and Ian trace the missing TARDIS to a giant web city and encounter a mysterious intelligence."
60,The Web Planet: Escape to Danger,Sat,27 Feb 1965,5:40pm,00:22:52,12.50m,,53.0,11,"The alien intelligence, the Animus, coerces the Doctor into tracking down the Menoptra. Ian escapes the Carsinome and joins forces with Vrestin, but the Zarbi are in pursuit."
61,The Web Planet: Crater of Needles,Sat,6 Mar 1965,5:39pm,00:25:50,13.00m,,49.0,9,"Ian and Vrestin fall into caverns beneath the surface of Vortis and encounter the Optera. The Doctor finds the landing site of the Menoptra, and the Zarbi prepare to ambush them."
62,The Web Planet: Invasion,Sat,13 Mar 1965,5:40pm,00:26:04,12.00m,,48.0,12,Barbara and a few of the Menoptra hide in an ancient temple. The Doctor and Vicki escape the Carsinome and join forces with Barbara's group who are preparing to attack the Animus.
63,The Web Planet: The Centre,Sat,20 Mar 1965,5:55pm,00:24:32,11.50m,,42.0,14,The Menoptra attack the Carsinome and the Doctor and his friends come face-to-face with the Animus. The Isop-Top device is their only hope of destroying the alien creature.
64,The Crusade: The Lion,Sat,27 Mar 1965,5:42pm,00:24:56,10.50m,,51.0,16,"When the TARDIS lands in 12th Century Palestine, Barbara is captured by the Saracens. The Doctor, Ian and Vicki assist in saving King Richard. Ian is eager to go after Barbara."
65,The Crusade: The Knight of Jaffa,Sat,3 Apr 1965,5:42pm,00:23:28,8.50m,,50.0,29,Ian is knighted by King Richard and sent to rescue Barbara. The King's Chamberlain becomes suspicious of the Doctor and Vicki. Barbara makes a bid to escape from her kidnappers.
66,The Crusade: The Wheel of Fortune,Sat,10 Apr 1965,5:41pm,00:24:51,9.00m,,49.0,32,"The King's sister befriends the Doctor and Vicki and solicits the Doctor's help in discovering what plans her brother has. Barbara finds shelter, but El Akir's men are closing in."
67,The Crusade: The Warlords,Sat,17 Apr 1965,5:40pm,00:23:40,9.50m,,49.0,27,Barbara hides from El Akir in a harem. Ian has been captured by bandits who resort to torture in order to extract money from him. The Doctor and Vicki attempt to escape the palace.
68,The Space Museum,Sat,24 Apr 1965,5:41pm,00:23:38,10.50m,,61.0,16,"Exploring a museum on the planet Xeros, the travellers discover they are invisible. The Doctor deduces that the TARDIS has jumped a time track and can see their own future.

Cliffhanger: having temporarily been frozen in time, the travellers discover their exhibits have vanished, and the Doctor realises that they have caught up with themselves in time ..."
69,The Space Museum: The Dimensions of Time,Sat,1 May 1965,5:54pm,00:22:00,9.20m,,53.0,23,"Back on the proper time track, the travellers take steps to change the future. A rebel force of native Xerons are plotting against the invading Moroks who have captured the Doctor.

Cliffhanger: being of no further use to Lobos, the Doctor is taken away to be processed ..."
70,The Space Museum: The Search,Sat,8 May 1965,6:00pm,00:23:33,8.50m,,56.0,22,"As events escalate, the travellers fear that they will not be able to escape their fate. Vicki helps orchestrate a raid on the Moroks' armoury. Ian attempts to rescue the Doctor.

Cliffhanger: Ian is taken into the preparation centre, where he discovers what's happened to the Doctor ..."
71,The Space Museum: The Final Phase,Sat,15 May 1965,5:40pm,00:22:15,8.50m,,49.0,27,"After forcing Lobos to revive the Doctor, Ian is also taken prisoner. The Xeron rebellion is underway whilst the fate of the Doctor and his friends still hangs in the balance.

Cliffhanger: On Skaro, a Dalek reports that the time travellers have been located, and the Dalek Supreme then proclaims that they will be exterminated ..."
72,The Chase: The Executioners,Sat,22 May 1965,5:41pm,00:25:25,10.00m,,57.0,14,"Ian and Vicki are trapped by a tentacled creature on the planet Aridius. Meanwhile, the Doctor and Barbara witness Daleks set off on a mission to eliminate them!"
73,The Chase: The Death of Time,Sat,29 May 1965,5:40pm,00:23:32,9.50m,,56.0,12,The Doctor and his friends have been given shelter from the Daleks by the Aridians. But the Daleks threaten to kill the Aridians unless they hand over the time travellers.
74,The Chase: Flight Through Eternity,Sat,5 Jun 1965,5:46pm,00:25:32,9.00m,,55.0,12,"The Daleks pursue the TARDIS through time and space. In an attempt to lose the Daleks, the Doctor makes a stop on the top of the Empire State Building and then on a sailing ship."
75,The Chase: Journey into Terror,Sat,12 Jun 1965,5:40pm,00:23:49,9.50m,,54.0,8,"With the Daleks in pursuit, the TARDIS lands in what appears to be a haunted house. When the Daleks arrive, the travellers depart, not realising that they have left Vicki behind!"
76,The Chase: The Death of Doctor Who,Sat,19 Jun 1965,5:41pm,00:23:27,9.00m,,56.0,11,The Daleks follow the TARDIS to the jungle world of Mechanus which is infested with lethal plants. There the Daleks release a robot double of the Doctor that is programmed to kill.
77,The Chase: The Planet of Decision,Sat,26 Jun 1965,5:40pm,00:26:29,9.50m,,57.0,7,"The Doctor and his friends are taken prisoner by the Mechonoids. There they meet fellow prisoner, Steven Taylor. The Daleks break into the Mechonoid city and a battle commences."
78,The Time Meddler: The Watcher,Sat,3 Jul 1965,6:54pm,00:24:05,8.90m,,57.0,15,"The TARDIS lands on the English coast in 1066, but the travellers are puzzled to find modern day artefacts. A monk observes the arrival of the TARDIS, but seems unsurprised."
79,The Time Meddler: The Meddling Monk,Sat,10 Jul 1965,5:39pm,00:25:17,8.80m,,49.0,19,"The Doctor is held prisoner by the Monk in the monastery whilst Vicki and Steven search for him. Meanwhile, a Viking war party arrives ahead of the main invasion fleet."
80,The Time Meddler: A Battle of Wits,Sat,17 Jul 1965,5:40pm,00:24:10,7.70m,,53.0,28,"Steven and Vicki discover an atomic bazooka. It seems that the Monk has plans for the Viking invaders. Returning to the Monastery, Steven and Vicki make an amazing discovery."
81,The Time Meddler: Checkmate,Sat,24 Jul 1965,5:40pm,00:24:00,8.30m,,54.0,24,"Discovering the Monk's plan, the Doctor is determined to stop him meddling with history. As the Viking fleet approaches, time is running out for both the Monk and the Doctor."
82,Galaxy 4: Four Hundred Dawns,Sat,11 Sep 1965,5:41pm,00:22:21,9.00m,,56.0,23,"The travellers meet the Drahvins, a predominantly female race. Their leader, Maaga, has a crashed spaceship and evil plans"
83,Galaxy 4: Trap of Steel,Sat,18 Sep 1965,5:50pm,00:24:51,9.50m,,54.0,22,"Intent on capturing the repaired spacecraft of the hideous Rills, Maaga holds Steven hostage and forces the Doctor and Vicki to go to the Rill ship."
84,Galaxy 4: Air Lock,Sat,25 Sep 1965,5:52pm,00:24:19,11.30m,,54.0,13,"The Doctor and Vicki learn the truth about the Drahvins from the ammonia breathing Rills. Meanwhile, when Steven attempts to escape the Drahvins, he finds himself in more peril."
85,Galaxy 4: The Exploding Planet,Sat,2 Oct 1965,5:50pm,00:24:47,9.90m,,53.0,20,"As the planet faces destruction, Maaga launches a final attack on the Rill base. The Doctor offers to transfer power from the TARDIS to the Rill ship so that it might escape."
86,Mission to the Unknown,Sat,9 Oct 1965,5:50pm,00:24:42,8.30m,,54.0,37,
87,The Myth Makers: Temple of Secrets,Sat,16 Oct 1965,5:50pm,00:24:45,8.30m,,48.0,34,"The TARDIS lands on the plains of Troy. Mistaken for Zeus by Achilles, the Doctor is taken to the Greek camp and meets Agamemnon and Odysseus who suspect him of being a Trojan spy."
88,"The Myth Makers: Small Prophet, Quick Return",Sat,23 Oct 1965,5:49pm,00:24:43,8.10m,,51.0,40,"The TARDIS and Vicki are gone, taken by the Trojans to the city of Troy. Agamememnon gives the Doctor just two days to devise a plan to defeat the Trojans."
89,The Myth Makers: Death of a Spy,Sat,30 Oct 1965,5:49pm,00:25:39,8.70m,,49.0,33,"At the Doctor's suggestion, the Greeks construct a giant wooden horse which they present to the Trojans as a peace offering. But inside the horse, the Greek soldiers are waiting."
90,The Myth Makers: Horse of Destruction,Sat,6 Nov 1965,5:50pm,00:24:25,8.30m,,52.0,38,"As the Greeks spring their trap and battle commences, the Doctor, Steven and Vicki struggle to escape the carnage."
91,The Daleks' Master Plan: The Nightmare Begins,Sat,13 Nov 1965,5:50pm,00:22:55,9.10m,,54.0,35,The TARDIS lands on the planet Kembel and the Doctor goes to find help for the injured Steven. He discovers that the Daleks are on Kembel and are planning to conquer Earth.
92,The Daleks' Master Plan: Day of Armageddon,Sat,20 Nov 1965,5:50pm,00:24:25,9.80m,,52.0,31,"Disguised as one of the members of the Dalek alliance, the Doctor discovers that the Daleks have built a deadly weapon known as the Time Destructor."
93,The Daleks' Master Plan: Devil's Planet,Sat,27 Nov 1965,5:50pm,00:24:30,10.30m,,52.0,29,"Having stolen the vital taranium core from the Daleks, the Doctor and his friends have escaped Kembel in Mavic Chen's ship but the Daleks give chase."
94,The Daleks' Master Plan: The Traitors,Sat,4 Dec 1965,5:50pm,00:24:42,9.50m,,51.0,34,"Arriving on Earth, the Doctor, Steven and Bret Vyon alert Vyon's friend, Daxtar, to the Dalek threat and Mavec Chen's treachery. But whose side is Daxtar really on?"
95,The Daleks' Master Plan: Counter Plot,Sat,11 Dec 1965,5:51pm,00:24:03,9.90m,,53.0,26,"The Doctor and Steven, along with Space Security Service agent Sara Kingdom are transported to the planet Mira. There, unseen creatures stalk the jungle and the Daleks close in."
96,The Daleks' Master Plan: Coronas of the Sun,Sat,18 Dec 1965,5:48pm,00:24:45,9.10m,,56.0,40,"Forced to return to the planet Kembel, the Doctor tries to fool the Daleks and their allies by giving them a fake taranium core  but will the Daleks see through the ruse?"
97,The Daleks' Master Plan: The Feast of Steven,Sat,25 Dec 1965,6:35pm,00:24:36,7.90m,,39.0,71,"Arriving in present day England, the Doctor and his companions are arrested. Escaping in the TARDIS, they find themselves on a film set before celebrating Christmas in the TARDIS."
98,The Daleks' Master Plan: Volcano,Sat,1 Jan 1966,5:51pm,00:24:42,9.60m,,49.0,31,"Realising that the Doctor has tricked them and is still in possession of the taranium core, the Daleks prepare to give chase in their own time/space machine."
99,The Daleks' Master Plan: Golden Death,Sat,8 Jan 1966,5:50pm,00:24:38,9.20m,,52.0,43,The TARDIS lands in ancient Egypt at the Great Pyramid. The Daleks and the Meddling Monk also arrive in pursuit of the Doctor. The Monk is forced into an alliance with the Daleks.
100,The Daleks' Master Plan: Escape Switch,Sat,15 Jan 1966,5:50pm,00:23:37,9.50m,,50.0,37,"Steven and Sara are held hostage by the Daleks who demand that the Doctor hand over the vital taranium core, or his companions will be exterminated."
501,The Armageddon Factor: Part Two,Sat,27 Jan 1979,6:27pm,00:23:56,8.80m,,,49,The Marshal demands that the Doctor devise the ultimate deterrent against the attacking Zeons. But who are the Zeons? The Doctor and Romana begin to suspect that the Marshal is being manipulated.
502,The Armageddon Factor: Part Three,Sat,3 Feb 1979,6:28pm,00:25:02,7.80m,,,76,"Journeying to Zeos by transmat, the Doctor finds that it is an empty world. As the Marshal prepares to launch his final attack, the Doctor meets the commander of Zeos's forces."
503,The Armageddon Factor: Part Four,Sat,10 Feb 1979,6:27pm,00:25:09,8.60m,,,60,"With the Marshal poised to fire upon Zeos and the Mentalis computer on a countdown to destruction, the Doctor resorts to desperate measures to prevent a cataclysm."
504,The Armageddon Factor: Part Five,Sat,17 Feb 1979,6:26pm,00:24:42,8.60m,,,66,"The Doctor and Romana arrive in the lair of the Shadow, servant of the Black Guardian, who also seeks the Key to Time."
505,The Armageddon Factor: Part Six,Sat,24 Feb 1979,6:29pm,00:25:09,9.60m,,66.0,36,"The tragic truth of the sixth segment of the Key to Time is revealed and if the Black Guardian can control the Key, the whole of time and space will be plunged into eternal chaos."
506,Destiny of the Daleks: Episode One,Sat,1 Sep 1979,6:13pm,00:24:03,13.00m,,67.0,28,The TARDIS lands on the old Dalek homeworld of Skaro where the Doctor and the newly regenerated Romana discover that someone is digging deep beneath the planet's surface.
507,Destiny of the Daleks: Episode Two,Sat,8 Sep 1979,6:09pm,00:25:14,12.70m,,,39,"The captured Romana is interrogated by Daleks whilst the Doctor meets the Movellans , a race equally interested in discovering what the Daleks are searching for."
508,Destiny of the Daleks: Episode Three,Sat,15 Sep 1979,6:08pm,00:24:32,13.80m,,63.0,28,Davros has awoken from his centuries-long slumber and is taken prisoner by the Doctor before the Daleks can reach him. But the Daleks will stop at nothing to recover their creator.
509,Destiny of the Daleks: Episode Four,Sat,22 Sep 1979,6:17pm,00:26:05,14.40m,,64.0,27,"The Doctor discovers that the Daleks need Davros to break the stalemate in their war with the Movellans, and the Movellans now want the Doctor to fulfil the same purpose for them."
510,City of Death: Part One,Sat,29 Sep 1979,6:06pm,00:25:00,12.40m,,,50,"While on holiday in Paris, the Doctor and Romana experience a time distortion. At the Louvre, someone is taking an unusual amount of interest in the Mona Lisa."
511,City of Death: Part Two,Sat,6 Oct 1979,6:17pm,00:25:00,14.10m,,64.0,44,The Doctor and Romana become the reluctant guests of Scarlioni who is planning to steal the Mona Lisa despite having six of them hidden in his cellar  all of them genuine
512,City of Death: Part Three,Sat,13 Oct 1979,6:04pm,00:25:00,15.40m,,,34,"Count Scarlioni is revealed to really be Scaroth, last of the Jagaroth and he is funding the construction of a time machine  but for what purpose?"
513,City of Death: Part Four,Sat,20 Oct 1979,6:16pm,00:25:00,16.10m,,64.0,16,Scaroth intends to travel back in time to save his own people from destruction. But the Doctor can't allow him to succeed as it would mean the destruction of all life on Earth.
514,The Creature from the Pit: Part One,Sat,27 Oct 1979,6:02pm,00:23:32,9.30m,,,43,The Doctor and Romana follow a distress signal to the jungle world of Chloris. The planet is ruled by the ruthless Lady Adrasta who takes the Doctor prisoner.
515,The Creature from the Pit: Part Two,Sat,3 Nov 1979,6:07pm,00:24:03,10.80m,,67.0,23,The Doctor has escaped Adrasta's wrath by jumping down the pit into the last remaining metal mine on Chloris. But the pit is also the home of a monstrous creature.
516,The Creature from the Pit: Part Three,Sat,10 Nov 1979,6:02pm,00:23:55,10.20m,,,36,"In the pit, the Doctor establishes contact with the creature and begins to suspect that all is not as it seems."
517,The Creature from the Pit: Part Four,Sat,17 Nov 1979,6:03pm,00:24:07,9.60m,,,36,"With Erato now able to communicate, the truth of Adrasta's scheming is revealed but a terrible retribution has already been put in motion."
518,Nightmare of Eden: Part One,Sat,24 Nov 1979,6:01pm,00:24:17,8.70m,,,41,A terrible hyperspace accident results in two starships becoming locked together. The Doctor arrives and discovers that the incident may have also released a deadly menace.
519,Nightmare of Eden: Part Two,Sat,1 Dec 1979,6:04pm,00:22:44,9.60m,,,31,"The Doctor and Romana are horrified to discover that Tryst has been storing real life forms in his CET machine and that someone is smuggling the dangerous narcotic, Vraxoin."
520,Nightmare of Eden: Part Three,Sat,8 Dec 1979,6:03pm,00:24:06,9.60m,,,32,"The terrifying Mandrels have escaped from Eden and are attacking people aboard the Empress. The Doctor and Romana, accused of being smugglers, are pursued by customs officers."
521,Nightmare of Eden: Part Four,Sat,15 Dec 1979,5:56pm,00:24:31,9.40m,,65.0,32,"The Doctor solves the mystery of the drug smuggling racket and the culprits are revealed. But unless the Doctor and Romana act quickly, the villains will escape justice."
522,The Horns of Nimon: Part One,Sat,22 Dec 1979,6:11pm,00:25:41,6.00m,,,100,"With the TARDIS disabled for repairs, the Doctor is powerless to act when Romana is kidnapped by a battleship en route to Skonnos and the formidable Nimon."
523,The Horns of Nimon: Part Two,Sat,29 Dec 1979,5:54pm,00:25:00,8.80m,,,56,"On Skonnos, Romana and the Athenian youngsters are forced into the labyrinth of the power complex to meet their fate at the hands of the Nimon."
524,The Horns of Nimon: Part Three,Sat,5 Jan 1980,6:21pm,00:23:26,9.80m,,,40,"Trapped inside the power complex, the Doctor and Romana begin to suspect that the Nimon is only the first of a full scale invasion."
525,The Horns of Nimon: Part Four,Sat,12 Jan 1980,6:06pm,00:26:45,10.40m,,67.0,26,"On the dying world of Crinoth, Romana discovers the truth behind the Nimon's empty promises. The Doctor must find a way to shut down the power complex on Skonnos."
526,The Leisure Hive: Part One,Sat,30 Aug 1980,6:14pm,00:23:33,5.90m,,,77,"The Doctor and Romana visit the Leisure Hive on Argolis. The Argolins, survivors of a war, run the Hive as a tourist attraction but its future is jeopardised by a series of deaths."
527,The Leisure Hive: Part Two,Sat,6 Sep 1980,6:20pm,00:20:45,5.00m,,,103,"The Tachyon Recreation Generator is the cause of the mysterious deaths at the Leisure Hive. Romana makes repairs, and the Doctor becomes a reluctant guinea pig."
528,The Leisure Hive: Part Three,Sat,13 Sep 1980,5:57pm,00:21:21,5.00m,,,111,"The Tachyon Generator has aged the Doctor into a white haired old man, but he discovers the truth behind the machine and uncovers a plot to take control of the Hive."
529,The Leisure Hive: Part Four,Sat,20 Sep 1980,6:15pm,00:21:19,4.50m,,65.0,111,The obsessed Pangol is determined to give Argolis a future with himself as the leader of the reborn race. He plans to strike back at the Foamasi.
530,Meglos: Part One,Sat,27 Sep 1980,6:16pm,00:24:43,5.00m,,61.0,105,"On Zolfa-Thura, Meglos plans to steal the ancient and powerful Dodecahedron from the neighbouring world of Tigella. But first, the Doctor must be prevented from interfering."
531,Meglos: Part Two,Sat,4 Oct 1980,6:17pm,00:21:24,4.20m,,64.0,139,"Masquerading as the Doctor, Meglos penetrates the underground city of Tigella. The Doctor and Romana are trapped in an ever repeating circle of time and seem powerless to act."
532,Meglos: Part Three,Sat,11 Oct 1980,5:42pm,00:21:19,4.70m,,,129,Meglos escapes with the Dodecahedron and the Doctor is mistakenly held responsible for the theft. He is sentenced to a gruesome death as punishment for his crime.
533,Meglos: Part Four,Sat,18 Oct 1980,5:44pm,00:19:30,4.70m,,63.0,127,The Doctor must convince the Tigellans of his innocence if he is to prevent Meglos from using the dodecahedron to destroy their world.
534,Full Circle: Part One,Sat,25 Oct 1980,5:40pm,00:24:23,5.90m,,,106,The TARDIS enters the universe of E-Space and lands on the planet Alzarius where Mistfall is occurring and creatures are stirring in the swamp.
